,beds,baths,size,zip_code,price
662,2,1.5,900.0,98133,549755.0
663,3,2.0,2740.0,98144,1278500.0
664,2,1.0,720.0,98117,545000.0
665,4,2.5,1880.0,98117,1050000.0
666,3,2.5,1681.0,98126,650000.0
667,4,2.0,3325.0,98199,1650000.0
668,5,3.5,4397.0,98105,3400000.0
669,3,1.5,1540.0,98126,689000.0
670,3,1.0,1530.0,98146,435000.0
671,2,2.0,1015.0,98115,468000.0
672,4,3.0,2340.0,98108,780000.0
673,1,1.0,836.0,98121,605000.0
674,1,1.0,492.0,98146,205000.0
675,3,3.0,1880.0,98107,999950.0
676,2,2.0,1570.0,98103,849000.0
677,4,2.5,1806.0,98118,745000.0
678,2,2.0,1595.0,98119,945000.0
679,2,2.0,1526.0,98199,893000.0
680,3,2.5,1346.0,98107,899000.0
681,3,2.0,1600.0,98117,877500.0
682,2,2.0,1170.0,98112,655000.0
683,3,2.5,1660.0,98144,690000.0
684,1,1.0,707.0,98133,325000.0
685,3,2.0,1390.0,98116,899950.0
686,3,2.0,2900.0,98199,1305000.0
687,1,1.0,704.0,98144,519950.0
688,3,4.0,2400.0,98122,1460000.0
689,3,1.0,1120.0,98112,985000.0
690,4,2.0,1710.0,98117,1170000.0
691,3,2.0,1880.0,98122,955000.0
692,3,3.0,1454.0,98122,890955.0
693,14,5.0,3884.0,98106,1300000.0
694,3,1.5,2300.0,98107,1125000.0
695,4,3.0,2520.0,98105,1025000.0
696,4,3.0,3335.0,98115,1325000.0
697,3,2.5,2118.0,98118,837000.0
698,2,1.0,910.0,98117,825000.0
699,4,1.0,2080.0,98117,800000.0
700,2,1.0,2520.0,98122,810000.0
701,3,2.0,1560.0,98116,965000.0
702,2,1.0,1130.0,98199,1180000.0
703,1,1.0,543.0,98121,425000.0
704,1,1.0,620.0,98178,524950.0
705,3,3.0,1720.0,98177,865000.0
706,2,2.0,1015.0,98115,500000.0
707,1,1.0,530.0,98118,390800.0
708,4,2.0,1350.0,98106,700000.0
709,3,2.5,1510.0,98133,717500.0
710,1,1.5,1021.0,98101,1099900.0
711,3,1.0,1730.0,98103,900000.0
712,2,2.0,3120.0,98118,1050000.0
713,4,2.5,2172.0,98105,975000.0
714,3,3.5,1410.0,98117,740000.0
715,1,1.0,578.0,98121,379000.0
716,2,2.0,1350.0,98117,960000.0
717,2,2.0,900.0,98102,1650000.0
718,2,2.5,1865.0,98109,890000.0
719,2,2.0,1174.0,98109,779000.0
720,3,1.5,1250.0,98178,552000.0
721,5,3.0,3590.0,98117,1700000.0
722,3,2.0,1548.0,98117,850000.0
723,4,3.0,3030.0,98115,1119000.0
724,1,1.0,622.0,98103,387000.0
725,4,2.0,2245.0,98178,775000.0
726,4,3.5,2627.0,98118,1650000.0
727,4,2.5,3680.0,98118,1880000.0
728,2,1.0,2170.0,98199,950000.0
729,3,1.0,1600.0,98119,1023000.0
730,2,2.5,2803.0,98101,2320000.0
731,3,1.5,2120.0,98105,865000.0
732,3,2.5,1980.0,98146,675000.0
733,3,2.0,1370.0,98103,1270000.0
734,1,1.0,723.0,98133,315000.0
735,4,1.5,1300.0,98122,975000.0
736,3,2.0,1060.0,98106,599000.0
737,1,1.0,531.0,98121,396000.0
738,2,1.0,770.0,98106,490000.0
739,4,3.0,2470.0,98115,1180000.0
740,3,2.5,2260.0,98103,1406000.0
741,2,1.5,1120.0,98103,605000.0
742,3,3.5,1936.0,98122,1295000.0
743,2,2.5,1560.0,98117,730000.0
744,2,2.0,1020.0,98118,605000.0
745,3,2.0,1100.0,98122,645000.0
746,3,2.0,2120.0,98103,1130000.0
747,2,2.5,1400.0,98102,1062500.0
748,2,2.0,1429.0,98126,855000.0
749,3,2.5,1320.0,98117,835000.0
750,4,4.5,4790.0,98144,1750000.0
751,3,1.0,1070.0,98168,515000.0
752,2,2.5,1966.0,98103,1495000.0
753,2,2.0,1146.0,98116,675000.0
754,3,2.5,1047.0,98144,720000.0
755,2,1.5,1760.0,98144,650000.0
756,2,2.0,1030.0,98125,826500.0
757,3,2.0,1514.0,98107,915000.0
758,3,1.5,1520.0,98146,720000.0
759,4,3.5,3360.0,98136,1575000.0
760,3,2.0,1910.0,98136,725000.0
761,2,2.5,1550.0,98122,1051500.0
762,1,1.0,641.0,98122,349000.0
763,3,3.0,1190.0,98144,765000.0
764,4,2.0,2640.0,98122,700000.0
765,2,1.5,938.0,98106,425000.0
766,3,3.5,2206.0,98103,1116000.0
767,1,1.0,680.0,98104,355000.0
768,2,1.0,749.0,98103,489000.0
769,2,2.0,1353.0,98115,785000.0
770,1,1.0,250.0,98103,159000.0
771,8,4.0,3136.0,98146,1005000.0
772,2,2.0,1149.0,98115,730000.0
773,1,1.0,861.0,98126,405000.0
774,4,2.5,2050.0,98177,805000.0
775,2,2.0,1106.0,98109,700000.0
776,3,3.5,1930.0,98125,600000.0
777,4,3.0,3090.0,98168,210000.0
778,3,2.0,2437.0,98118,1275000.0
779,2,2.5,1330.0,98105,699950.0
780,3,2.0,1680.0,98136,910000.0
781,2,2.0,834.0,98115,552450.0
782,2,2.0,1112.0,98177,675000.0
783,1,1.0,626.0,98115,275000.0
784,2,1.0,1230.0,98144,326000.0
785,4,2.5,2840.0,98105,1200000.0
786,2,1.5,1115.0,98107,745000.0
787,4,2.0,2240.0,98106,750000.0
788,3,3.0,1687.0,98115,946000.0
789,4,3.0,1900.0,98103,1150000.0
790,3,3.0,1970.0,98177,1395000.0
791,3,2.5,1512.0,98144,760000.0
792,1,1.0,696.0,98122,449000.0
793,2,1.5,806.0,98106,510000.0
794,2,2.0,1319.0,98107,838000.0
795,2,1.0,2300.0,98168,525000.0
796,2,1.5,1127.0,98102,1008000.0
797,4,2.0,2280.0,98168,640000.0
798,2,2.0,1120.0,98126,789500.0
799,4,3.0,1960.0,98136,1270000.0
800,1,1.0,627.0,98101,335000.0
801,2,2.0,1228.0,98109,900000.0
802,3,2.0,1800.0,98117,1130000.0
803,1,1.0,883.0,98119,500000.0
804,4,1.0,1190.0,98106,463900.0
805,5,5.5,5770.0,98122,5000000.0
806,2,2.5,1710.0,98117,875000.0
807,2,2.0,968.0,98103,700000.0
808,2,1.0,790.0,98178,532500.0
809,1,1.0,376.0,98199,1000000.0
810,6,5.5,4510.0,98178,2202718.0
811,3,2.0,1300.0,98199,1100000.0
812,3,3.5,2106.0,98115,1266000.0
813,3,2.5,1573.0,98107,1099950.0
814,4,2.0,2870.0,98168,703500.0
815,4,3.5,4006.0,98199,2940000.0
816,2,1.0,1060.0,98108,875000.0
817,1,1.0,562.0,98199,285000.0
818,3,2.5,1610.0,98199,840000.0
819,2,3.0,1212.0,98136,600000.0
820,4,2.5,2390.0,98115,1350000.0
821,2,1.0,1080.0,98199,950000.0
822,2,1.0,1350.0,98126,850000.0
823,4,3.5,2795.0,98122,1740000.0
824,2,2.0,1369.0,98116,720000.0
825,2,1.0,970.0,98103,1075000.0
826,3,3.5,1820.0,98122,1250000.0
827,3,2.0,1770.0,98168,500000.0
828,6,4.0,3280.0,98118,999950.0
829,3,1.0,1260.0,98168,440000.0
830,4,2.5,1939.0,98107,1025000.0
831,1,1.0,610.0,98101,679950.0
832,4,3.0,2200.0,98118,874999.0
833,3,3.5,3036.0,98121,3250000.0
834,3,2.5,1861.0,98121,1395000.0
835,3,2.0,1650.0,98126,750000.0
836,1,1.0,722.0,98118,299900.0
837,3,2.0,1260.0,98133,615000.0
838,2,2.5,2714.0,98102,1735000.0
839,2,2.0,1020.0,98118,605000.0
840,3,3.5,1471.0,98144,799990.0
841,3,2.5,1500.0,98119,1023500.0
842,2,1.0,1080.0,98118,650000.0
843,4,2.5,1544.0,98117,889000.0
844,2,2.0,1004.0,98125,320000.0
845,4,2.0,1470.0,98118,460000.0
846,4,2.0,1680.0,98107,930000.0
847,4,2.0,2420.0,98126,948750.0
848,4,3.5,2011.0,98136,1130000.0
849,2,2.0,896.0,98107,549250.0
850,2,2.0,1415.0,98125,445000.0
851,2,2.5,840.0,98144,629000.0
852,1,1.0,434.0,98102,345000.0
853,4,2.5,2730.0,98146,1175000.0
854,3,1.5,1350.0,98118,599000.0
855,3,3.5,1740.0,98122,840000.0
856,3,2.5,1940.0,98118,1140000.0
857,4,1.0,1340.0,98144,685000.0
858,2,2.0,1110.0,98103,689000.0
859,3,2.5,1380.0,98115,613000.0
860,3,2.5,1400.0,98136,785000.0
861,3,2.0,2110.0,98108,815000.0
862,1,1.0,557.0,98102,399950.0
863,3,2.0,1830.0,98126,835000.0
864,3,2.0,1480.0,98116,780000.0
865,3,1.5,1550.0,98133,835000.0
866,3,2.0,1670.0,98146,620000.0
867,4,2.5,2890.0,98115,1650000.0
868,3,3.5,1590.0,98136,820000.0
869,1,1.0,630.0,98109,439900.0
870,4,2.0,1440.0,98126,760000.0
871,3,2.5,2529.0,98122,1650000.0
872,3,3.0,1086.0,98144,539950.0
873,3,2.0,1565.0,98103,985000.0
874,2,2.0,916.0,98121,760000.0
875,3,7.0,2190.0,98112,1868000.0
876,2,2.0,1400.0,98115,530000.0
877,3,3.5,1352.0,98115,886000.0
878,4,4.0,2030.0,98115,1349000.0
879,3,2.0,1455.0,98117,959822.0
880,5,4.0,3240.0,98199,1825000.0
881,3,2.0,924.0,98126,422000.0
882,2,2.0,1470.0,98115,825000.0
883,3,2.0,1758.0,98103,1130000.0
884,3,2.5,1830.0,98116,960000.0
885,2,1.0,1019.0,98107,640000.0
886,4,3.0,2970.0,98102,1950000.0
887,3,3.5,1500.0,98103,700000.0
888,3,2.0,2020.0,98119,900000.0
889,3,3.5,2188.0,98112,1700000.0
890,1,1.0,507.0,98101,460000.0
891,2,1.5,1131.0,98144,699950.0
892,2,2.0,982.0,98122,705000.0
893,2,2.0,1889.0,98112,2750000.0
894,2,1.0,1440.0,98133,699990.0
895,2,2.0,789.0,98107,475000.0
896,2,2.0,1131.0,98116,575000.0
897,4,3.0,3300.0,98199,1995000.0
898,4,2.0,2510.0,98115,1025000.0
899,2,2.5,1580.0,98178,1790000.0
900,1,2.0,966.0,98121,640000.0
901,1,1.0,703.0,98126,350000.0
902,2,2.0,1220.0,98118,600000.0
903,9,5.0,3590.0,98117,1100400.0
904,6,5.5,4299.0,98115,3300000.0
905,1,1.0,900.0,98105,369950.0
906,3,2.5,1260.0,98117,750000.0
907,2,2.5,1048.0,98115,760000.0
908,4,1.0,1470.0,98125,699999.0
909,1,1.0,1113.0,98102,595000.0
910,2,2.0,1570.0,98103,715000.0
911,3,2.5,2740.0,98117,1375000.0
912,2,2.5,1470.0,98103,885000.0
913,4,2.0,1710.0,98118,685000.0
914,3,2.5,1580.0,98103,1095000.0
915,2,1.0,800.0,98125,550000.0
916,3,1.0,980.0,98103,500000.0
917,5,3.5,3700.0,98122,2075000.0
918,4,2.0,2352.0,98199,1450000.0
919,3,3.0,2320.0,98125,675000.0
920,2,2.0,1503.0,98108,729000.0
921,4,5.5,2410.0,98146,1500000.0
922,2,1.5,950.0,98103,1270000.0
923,3,1.5,1640.0,98103,1060000.0
924,3,1.5,2440.0,98112,1400000.0
925,1,1.0,594.0,98105,405000.0
926,4,2.0,1480.0,98118,665000.0
927,3,2.5,1220.0,98118,618000.0
928,3,2.0,2740.0,98177,1305000.0
929,3,3.0,2160.0,98118,1300000.0
930,2,2.0,1400.0,98199,850000.0
931,3,2.5,2650.0,98136,1112000.0
932,2,2.0,2735.0,98121,871000.0
933,1,1.0,750.0,98116,420000.0
934,2,1.0,1201.0,98126,605000.0
935,6,6.0,3488.0,98103,1225000.0
936,4,2.0,1742.0,98105,781000.0
937,4,2.0,2390.0,98105,1195000.0
938,3,1.0,4018.0,98122,517500.0
939,3,3.5,1530.0,98117,1089000.0
940,1,1.0,600.0,98112,370000.0
941,5,3.5,3340.0,98112,2500000.0
942,2,1.0,2060.0,98106,525000.0
943,3,2.5,1650.0,98106,675000.0
944,1,1.0,640.0,98144,497000.0
945,2,2.0,1106.0,98109,1470000.0
946,2,2.0,1200.0,98199,519000.0
947,3,2.5,1390.0,98126,575000.0
948,3,2.0,1759.0,98116,890000.0
949,2,1.5,1690.0,98118,779000.0
950,4,3.5,2191.0,98103,1394600.0
951,3,2.5,1380.0,98144,655000.0
952,2,2.0,877.0,98115,415000.0
953,5,4.0,2754.0,98126,956000.0
954,3,2.0,2770.0,98115,700000.0
955,1,1.0,515.0,98116,309000.0
956,3,2.0,2029.0,98115,685000.0
957,4,3.0,2560.0,98115,890000.0
958,5,3.5,2966.0,98126,1263500.0
959,3,2.5,1763.0,98117,1135000.0
960,3,2.5,1550.0,98116,1350000.0
961,2,1.0,830.0,98177,645000.0
962,2,2.0,1019.0,98119,499000.0
963,1,1.0,696.0,98105,385000.0
964,5,3.5,5090.0,98102,4325000.0
965,3,4.5,1460.0,98108,700000.0
966,2,2.0,1036.0,98103,789950.0
967,1,1.0,854.0,98103,540000.0
968,3,3.0,1687.0,98115,1035000.0
969,3,1.5,1430.0,98168,438000.0
970,2,2.0,1960.0,98168,580000.0
971,4,3.5,2720.0,98115,1395000.0
972,1,1.0,706.0,98116,520000.0
973,3,2.0,2600.0,98144,1525000.0
974,3,2.0,1900.0,98115,965000.0
975,2,1.5,1580.0,98115,1300000.0
976,1,1.0,1270.0,98108,915000.0
977,4,2.5,2320.0,98108,1001000.0
978,3,1.0,910.0,98106,650000.0
979,2,2.0,878.0,98121,675000.0
980,2,1.0,1915.0,98133,725000.0
981,3,2.0,2462.0,98119,1150000.0
982,4,3.5,2640.0,98103,1750000.0
983,3,2.5,1670.0,98144,875000.0
984,3,1.0,1090.0,98133,630000.0
985,3,3.5,1621.0,98109,1085000.0
986,4,2.0,2591.0,98125,800000.0
987,2,2.0,1400.0,98119,1295000.0
988,2,2.5,840.0,98118,612500.0
989,4,3.5,2910.0,98115,2325000.0
990,2,1.0,1410.0,98118,590000.0
991,2,1.0,770.0,98106,560000.0
992,3,2.0,1900.0,98199,1299000.0
993,3,2.0,2760.0,98119,1256000.0
994,3,2.0,1290.0,98144,925000.0
995,3,2.0,1111.0,98112,849000.0
996,2,2.0,850.0,98115,889900.0
997,2,1.5,900.0,98105,568000.0
998,6,5.0,2667.0,98122,900000.0
999,2,1.5,1320.0,98116,810000.0
1000,2,2.0,1370.0,98117,500000.0
1001,2,1.0,1140.0,98106,528000.0
1002,3,1.0,1380.0,98117,890000.0
1003,3,2.0,1422.0,98117,780000.0
1004,2,2.0,1065.0,98126,430000.0
1005,2,3.0,2943.0,98105,1650000.0
1006,3,2.0,1250.0,98106,625000.0
1007,3,2.0,2390.0,98133,1150000.0
1008,1,1.0,569.0,98102,400000.0
1009,3,2.0,1680.0,98199,1087500.0
1010,1,1.0,683.0,98101,679000.0
1011,1,1.0,627.0,98121,475000.0
1012,2,2.0,840.0,98116,645000.0
1013,3,1.5,1880.0,98125,749000.0
1014,2,2.0,881.0,98103,550000.0
1015,2,1.0,850.0,98144,778000.0
1016,1,1.0,525.0,98103,375000.0
1017,3,1.5,2170.0,98109,1250000.0
1018,2,1.0,1110.0,98125,820000.0
1019,4,3.5,3930.0,98102,2925000.0
1020,2,1.0,1047.0,98102,762500.0
1021,1,1.0,653.0,98122,475000.0
1022,3,1.5,1710.0,98122,1000000.0
1023,5,3.0,2120.0,98126,750000.0
1024,3,4.0,2360.0,98115,1325000.0
1025,4,4.0,2250.0,98106,1070000.0
1026,4,2.0,2320.0,98115,1150000.0
1027,4,3.5,3490.0,98115,1480000.0
1028,4,2.5,2500.0,98117,1295000.0
1029,2,1.0,792.0,98102,520000.0
1030,2,2.5,1490.0,98115,855000.0
1031,3,2.5,1700.0,98102,1475000.0
1032,2,2.0,1261.0,98125,625000.0
1033,4,2.0,2440.0,98122,1060000.0
1034,3,2.5,1420.0,98108,750000.0
1035,3,2.0,1380.0,98122,740000.0
1036,3,2.0,1111.0,98112,849000.0
1037,3,1.5,1920.0,98133,865000.0
1038,3,1.5,1220.0,98144,660000.0
1039,3,3.0,4010.0,98112,3050000.0
1040,2,2.0,1170.0,98144,644999.0
1041,3,2.5,1600.0,98144,699900.0
1042,1,1.0,760.0,98119,309000.0
1043,2,1.5,1290.0,98144,762500.0
1044,2,1.0,980.0,98112,800000.0
1045,2,1.5,1022.0,98144,660000.0
1046,2,1.5,1260.0,98118,715000.0
1047,5,2.0,2660.0,98136,1125000.0
1048,1,1.0,644.0,98122,350000.0
1049,1,1.0,664.0,98102,305000.0
1050,1,1.0,468.0,98109,275000.0
1051,4,3.0,2680.0,98115,2100000.0
1052,4,2.0,1640.0,98136,730000.0
1053,3,2.0,2000.0,98115,925000.0
1054,2,2.0,1523.0,98125,639950.0
1055,4,3.0,2430.0,98146,520000.0
1056,2,2.0,1199.0,98117,375000.0
1057,4,3.0,2160.0,98125,980000.0
1058,4,2.5,1354.0,98118,485000.0
1059,1,1.0,738.0,98101,490000.0
1060,2,2.0,1425.0,98104,899000.0
1061,6,7.0,4570.0,98105,1950000.0
1062,2,1.5,940.0,98144,640000.0
1063,3,3.5,1710.0,98126,699000.0
1064,3,2.5,1430.0,98103,855000.0
1065,3,3.5,1500.0,98118,598800.0
1066,3,1.5,1376.0,98107,780000.0
1067,4,3.5,4002.0,98116,2100000.0
1068,4,1.0,1600.0,98115,652000.0
1069,1,1.0,807.0,98122,380000.0
1070,5,3.0,2055.0,98122,1100000.0
1071,1,1.0,647.0,98102,377500.0
1072,2,2.0,940.0,98115,579000.0
1073,2,1.5,1150.0,98125,590000.0
1074,2,2.5,1459.0,98103,665000.0
1075,4,2.5,1910.0,98103,1625000.0
1076,4,3.0,2297.0,98178,783000.0
1077,4,2.5,2320.0,98118,820000.0
1078,5,3.5,2387.0,98133,1125000.0
1079,5,3.5,3270.0,98115,2000000.0
1080,3,2.5,1530.0,98126,899999.0
1081,2,1.0,1150.0,98136,845714.0
1082,3,2.0,1237.0,98106,747250.0
1083,3,2.5,1760.0,98136,850000.0
1084,1,1.0,808.0,98164,560000.0
1085,2,2.0,2720.0,98144,720000.0
1086,4,2.0,1345.0,98103,962000.0
1087,4,3.0,2600.0,98115,1750000.0
1088,3,2.0,2209.0,98115,715000.0
1089,2,2.5,950.0,98107,695000.0
1090,4,2.5,1530.0,98146,675000.0
1091,2,1.0,830.0,98103,942000.0
1092,3,2.0,1590.0,98117,910000.0
1093,3,3.0,1524.0,98122,850000.0
1094,4,3.0,1920.0,98125,2095000.0
1095,4,2.0,2660.0,98115,1357000.0
1096,3,2.0,2284.0,98136,850000.0
1097,3,2.5,1604.0,98144,760000.0
1098,4,4.0,2555.0,98105,1500000.0
1099,3,1.5,2460.0,98115,1150000.0
1100,3,2.5,2793.0,98109,1732000.0
1101,2,1.5,1540.0,98106,751000.0
1102,3,1.0,950.0,98106,589000.0
1103,3,1.5,1720.0,98168,426000.0
1104,2,2.0,1470.0,98125,707000.0
1105,5,2.5,3500.0,98146,875000.0
1106,2,1.5,984.0,98116,499999.0
1107,3,2.5,1570.0,98103,901000.0
1108,1,1.0,700.0,98122,647201.0
1109,2,2.0,1188.0,98119,450000.0
1110,3,2.5,2570.0,98118,1175000.0
1111,3,2.5,1631.0,98103,1049950.0
1112,3,2.0,1596.0,98105,505000.0
1113,2,2.5,820.0,98126,525000.0
1114,3,2.5,1610.0,98119,875000.0
1115,1,1.0,812.0,98107,480000.0
1116,3,2.0,1425.0,98117,759999.0
1117,2,2.5,1086.0,98115,884950.0
1118,2,2.5,1043.0,98117,690000.0
1119,3,2.0,1440.0,98119,1195000.0
1120,1,1.0,590.0,98106,435000.0
1121,2,2.0,1152.0,98121,1325000.0
1122,4,2.0,2040.0,98112,1175000.0
1123,3,2.0,2092.0,98102,2000000.0
1124,3,1.0,1780.0,98144,975000.0
1125,3,2.5,3560.0,98116,1575000.0
1126,2,2.5,1475.0,98103,945000.0
1127,4,2.5,1890.0,98178,668000.0
1128,4,2.0,2790.0,98126,930000.0
1129,4,3.5,2600.0,98122,2225000.0
1130,3,2.0,1060.0,98106,575000.0
1131,3,1.0,2180.0,98125,720000.0
1132,2,2.0,1761.0,98115,665000.0
1133,3,2.0,1379.0,98125,729950.0
1134,3,1.5,2550.0,98105,958748.0
1135,4,3.5,3815.0,98116,2895000.0
1136,4,2.0,2634.0,98115,1500000.0
1137,1,1.0,540.0,98104,335000.0
1138,3,3.5,3064.0,98121,2450000.0
1139,2,1.0,860.0,98108,565000.0
1140,3,2.5,1690.0,98125,807500.0
1141,3,3.5,1800.0,98103,750000.0
1142,2,2.0,1071.0,98119,605000.0
1143,2,1.0,807.0,98103,525000.0
1144,3,2.5,1350.0,98119,899000.0
1145,4,2.0,2900.0,98144,1275000.0
1146,3,3.0,1880.0,98107,999950.0
1147,1,1.0,677.0,98115,270000.0
1148,1,1.0,703.0,98103,498000.0
1149,1,1.0,527.0,98122,399000.0
1150,1,1.0,820.0,98118,530000.0
1151,3,2.5,1360.0,98103,700000.0
1152,4,3.5,2600.0,98117,1950000.0
1153,4,3.5,2852.0,98102,1715000.0
1154,3,3.5,1370.0,98133,619000.0
1155,3,1.5,2000.0,98112,1400000.0
1156,3,2.0,1096.0,98117,849950.0
1157,3,3.5,3380.0,98177,1599500.0
1158,3,2.5,1616.0,98116,990000.0
1159,3,3.0,1620.0,98136,1058000.0
1160,2,2.0,970.0,98102,634400.0
1161,1,2.0,1009.0,98116,525000.0
1162,3,2.0,2270.0,98122,1550000.0
1163,3,1.0,1200.0,98168,500000.0
1164,2,2.0,1225.0,98115,725000.0
1165,2,2.0,1081.0,98144,620000.0
1166,3,2.0,1380.0,98125,775000.0
1167,2,1.0,1200.0,98103,1025100.0
1168,2,2.0,1620.0,98103,835000.0
1169,3,2.0,2950.0,98199,1500000.0
1170,1,1.0,513.0,98121,315000.0
1171,4,2.0,2100.0,98116,1225000.0
1172,3,2.0,1705.0,98177,910000.0
1173,4,4.5,3610.0,98112,2800000.0
1174,3,3.5,1800.0,98103,1050000.0
1175,3,1.0,2130.0,98117,850000.0
1176,2,2.0,1367.0,98121,1350000.0
1177,3,2.5,1730.0,98125,800000.0
1178,4,3.5,4194.0,98112,3500000.0
1179,9,9.0,3780.0,98119,1210000.0
1180,2,2.0,1778.0,98112,1900000.0
1181,3,3.0,1410.0,98107,865000.0
1182,2,2.0,1088.0,98133,475000.0
1183,4,1.0,1340.0,98117,875000.0
1184,5,1.0,2380.0,98136,539000.0
1185,3,4.5,2140.0,98109,1835000.0
1186,3,2.0,2080.0,98178,738000.0
1187,2,1.0,1410.0,98118,799000.0
1188,1,1.0,571.0,98121,331000.0
1189,4,2.5,2340.0,98106,870000.0
1190,5,4.5,5210.0,98122,3320000.0
1191,1,1.0,733.0,98121,545000.0
1192,2,1.5,1060.0,98118,530000.0
1193,2,2.5,996.0,98122,799000.0
1194,4,2.0,1850.0,98105,1200000.0
1195,1,1.0,690.0,98117,560000.0
1196,4,2.0,2260.0,98107,1330000.0
1197,4,3.5,3190.0,98107,2130000.0
1198,3,2.5,1846.0,98199,1060000.0
1199,3,2.0,1700.0,98118,999999.0
1200,4,2.0,2240.0,98126,795000.0
1201,4,2.0,1660.0,98103,1127500.0
1202,2,3.0,1780.0,98133,720000.0
1203,4,3.5,2270.0,98146,710000.0
1204,1,1.0,603.0,98121,432000.0
1205,3,3.5,2024.0,98107,1200000.0
1206,2,2.5,1103.0,98107,780000.0
1207,3,1.0,1460.0,98115,880000.0
1208,6,7.0,4260.0,98119,2300000.0
1209,3,2.5,1660.0,98122,816750.0
1210,3,1.5,1350.0,98107,750000.0
1211,4,3.0,2949.0,98103,1610000.0
1212,3,2.5,1718.0,98117,900000.0
1213,2,1.0,1370.0,98119,1000000.0
1214,4,2.5,1822.0,98199,1033000.0
1215,2,1.0,800.0,98103,690000.0
1216,1,1.0,718.0,98119,459000.0
1217,2,2.0,909.0,98103,420000.0
1218,2,1.0,903.0,98146,312500.0
1219,2,2.0,1297.0,98109,880000.0
1220,3,2.0,2140.0,98133,925000.0
1221,4,5.0,2970.0,98125,1450000.0
1222,2,2.0,900.0,98122,590000.0
1223,2,2.0,2600.0,98122,750000.0
1224,2,1.0,1180.0,98106,419000.0
1225,1,1.0,564.0,98103,602000.0
1226,4,2.0,1700.0,98125,891000.0
1227,3,3.0,1524.0,98122,875000.0
1228,3,3.0,1410.0,98103,1200000.0
1229,1,1.0,831.0,98136,480000.0
1230,5,3.0,3060.0,98118,889000.0
1231,2,2.0,1213.0,98117,422000.0
1232,4,2.0,2352.0,98107,1295000.0
1233,1,1.0,534.0,98178,223000.0
1234,2,1.0,724.0,98102,530000.0
1235,4,3.5,2304.0,98103,1550000.0
1236,3,1.0,1450.0,98115,1125000.0
1237,2,1.0,980.0,98168,475000.0
1238,2,1.5,1550.0,98112,1550000.0
1239,1,1.0,704.0,98144,645000.0
1240,1,1.5,1425.0,98102,2200000.0
1241,1,1.0,794.0,98101,516000.0
1242,5,3.5,4060.0,98116,2888000.0
1243,2,2.0,979.0,98199,470000.0
1244,4,2.0,1830.0,98136,950000.0
1245,2,1.0,1260.0,98133,626000.0
1246,2,1.0,1027.0,98115,300000.0
1247,5,2.0,3210.0,98115,688000.0
1248,2,1.0,968.0,98115,399950.0
1249,3,2.0,1049.0,98112,900000.0
1250,2,1.5,1054.0,98109,709000.0
1251,2,2.0,1586.0,98101,1460000.0
1252,4,2.0,1760.0,98115,999950.0
1253,2,1.0,860.0,98178,480000.0
1254,4,2.5,1560.0,98144,1110000.0
1255,4,3.0,3110.0,98119,1500000.0
1256,3,2.0,1440.0,98115,935000.0
1257,3,2.0,1500.0,98136,770000.0
1258,3,1.5,2160.0,98117,915000.0
1259,4,5.5,3100.0,98125,1375000.0
1260,1,1.0,522.0,98107,325000.0
1261,3,2.0,1560.0,98117,920000.0
1262,3,3.0,3400.0,98136,1150000.0
1263,2,2.0,1761.0,98115,665000.0
1264,2,1.5,1076.0,98125,549000.0
1265,2,2.0,1217.0,98199,787950.0
1266,3,3.5,1450.0,98126,670000.0
1267,2,1.0,1000.0,98112,750000.0
1268,2,2.5,1124.0,98115,799950.0
1269,4,3.5,3070.0,98144,1900000.0
1270,1,1.0,480.0,98109,275000.0
1271,3,2.0,1860.0,98105,1165000.0
1272,2,1.0,740.0,98126,500000.0
1273,3,2.0,1440.0,98133,830000.0
1274,1,1.0,758.0,98103,469000.0
1275,3,1.0,1340.0,98117,765000.0
1276,3,3.0,1700.0,98136,1275000.0
1277,4,3.5,2950.0,98105,1800000.0
1278,1,1.0,616.0,98102,374000.0
1279,3,2.5,4240.0,98116,2725000.0
1280,4,3.5,3495.0,98144,2000000.0
1281,3,3.0,2560.0,98112,1300000.0
1282,3,3.0,2040.0,98117,1000000.0
1283,3,1.0,890.0,98126,575000.0
1284,3,1.5,1730.0,98115,870000.0
1285,1,1.0,816.0,98109,560000.0
1286,4,2.0,2400.0,98177,900000.0
1287,3,2.5,1270.0,98144,675000.0
1288,4,3.0,1830.0,98107,1352000.0
1289,3,2.5,2470.0,98126,800000.0
1290,4,4.0,2300.0,98115,1210000.0
1291,4,2.5,1600.0,98105,699000.0
1292,1,1.0,510.0,98104,308000.0
1293,2,2.0,1387.0,98116,649000.0
1294,3,2.5,2230.0,98178,555000.0
1295,1,1.0,956.0,98104,870000.0
1296,3,3.0,1872.0,98107,1050000.0
1297,4,5.0,2030.0,98106,700000.0
1298,4,2.0,1980.0,98136,785000.0
1299,3,3.0,1180.0,98116,729000.0
1300,4,2.5,2630.0,98122,1340000.0
1301,4,2.0,2010.0,98115,1100000.0
1302,4,3.5,3487.0,98136,2010000.0
1303,4,2.0,2570.0,98112,850000.0
1304,2,2.0,1440.0,98168,390000.0
1305,2,2.0,1131.0,98103,470000.0
1306,2,1.0,1440.0,98133,675000.0
1307,3,3.5,2010.0,98117,1111111.0
1308,2,3.0,1073.0,98133,429900.0
